Asin,Brand,Title,Price,keywords,Categories,Bestsellers_rank,Rating,Ratings_total,Bundles,Frequently_bought_together,Newer_model,Color,Connectivity_Technology,Printing_Technology,Printer_Output,Maximum_Print_Speed_Color,Weight,Depth,Width,Height,Special_Feature,TotalNo_Special_Feature
B08VF3XRQ8,HP,HP Laserjet M209dw Wireless Printer  Fast Speeds  Mobile Print  2 mos Free Toner with Instant Ink  Best for Small Teams  6GW62F ,119,16,Electronics,8727,4.3,288,0,0,0,gray,wi-fi,Laser,Color,0,5601.96,4.33,5.51,3.19,"['Auto-Duplex', ' Network-Ready', ' Energy Star Certified', ' Cloud Print Enabled', ' Works with Alexa']",5
B09CJCNJBL,HP,HP Smart  Tank 7602 Wireless Cartridge free all in one printer  up to 2 years of ink included  mobile print  scan  copy  fax  auto doc feeder  featuring an app like magic touch panel  28B98A ,449.99,20,Electronics,11307,4.2,647,0,2,0,blue,usb,Inkjet,Color,9,7702.128,16.83,9.46,14.33,"['Refillable Ink Tank', 'Duplex Printing', ' Network capabilities: via built-in Ethernet; Wi-Fi', ' Print', ' Copy', ' Scan', ' Fax', ' Mobile printing capability: HP Smart app; Apple AirPrint; HP Print Service Plugin (Android printing); Wi-Fi Direct Printing See more']",8
B09NS5HDWY,HP,HP ENVY Inspire 7255e Wireless Color Thermal Inkjet Printer  Print  scan  copy  Easy setup Mobile printing  Best for home  Instant Ink with HP  New,129.99,18,Electronics,4826,4.1,1743,0,0,0,white,wireless,Thermal Inkjet,Color,10,6908.328,15.08,18.11,7.5,"['Inkjet Wireless Printer', ' Auto-Duplex', ' Mobile Printing Capability', ' Print', ' copy', ' scan', ' All-in-One Printer See more']",7
B084TV6NTZ,Epson,Epson EcoTank ET 15000 Wireless Color All in One Supertank Printer with Scanner  Copier  Fax  Ethernet and Printing up to 13 x 19 Inches  White Printer ET 15000,499.99,15,Electronics,2549,4.4,1415,0,2,0,white,wi-fi,Inkjet,Color,9,12002.256,3.94,3.15,0.5,"['Auto-Duplex', ' Energy Star', ' Refillable Ink Tank', ' Auto Document Feeder']",4
B0BSGCXK7V,HP,HP Envy 6458e All in One Wireless Color Inkjet Printer  Print Copy Scan   10 ppm  4800 x 1200 dpi  Auto 2 Sided Printing  35 Sheet ADF  Dual Band WiFi  Instant Ink Ready  White  Renewed ,59.99,22,Electronics,767,3.5,27,0,2,0,white,usb,Inkjet,Color,7,7170,17.02,14.21,6.8,['Wireless'],1
B0C1MHDB9V,POOOLITECH,Portable Printer Wireless Bluetooth Connection  POOOLITECHxHPRT Inkless Mobile Printers Compatible with Phones   PCs  Compact Printers for Travel Home Office Vehicles black,132.99,18,Electronics,12587,4.3,1228,0,2,0,black,bluetooth,Thermal,Color,0,1233.792,0.98,4.8,0.63,"['Wireless Bluetooth', ' Inkless Thermal', ' Portable Mobile']",3
B0CLTT1FPB,Itari,Itari Portable Printers Wireless for Travel  Support 8 5  X 11  Letter A4 Roll Paper  Bluetooth Thermal Printer Compatible with iOS  Android   Laptop  Inkless Mobile Printer for Office  Home  School Purple,149.99,23,Electronics,25812,4.5,359,10,2,0,purple,bluetooth usb,Thermal,Color,0,990,4.8,1.42,1.73,"['Support A4/US Letter/2""/3""/4"" Inches', ' Compatible with Android and iOS phone', ' windows 10/11 and macOS laptop See more']",3
B01LAK6JVW,HP,HP DeskJet 3755 Compact All in One Wireless Printer  HP Instant Ink  Works with Alexa   Seagrass Accent  J9V92A  Seagrass HP DeskJet 3755,95.62,13,Electronics,0,4,29746,0,0,0,seagrass,wired wireless,Inkjet,Color,15,2326.968,7.839467456,7.963402367,5.807751479,"['wireless', 'compact']",2
B0BZKG5WY3,Betife,Portable Printers Wireless for Travel M08F Wireless Bluetooth Printer Support 8 5  X 11  US Letter  Inkless Thermal Compact Printer Compatible with Android and iOS Phone   Laptop Black Green Letter Printer,159.99,20,Electronics,13474,4.6,223,2,2,1,black green,bluetooth,Thermal,Color,0,929.88,4.8,1.05,0.63,"['Bluetooth', 'Portable', 'Wireless']",3
B0CGX45TCX,cabaro,Mini Printer Sticker Thermal Printer with 3 Rolls Paper  Bluetooth Portable Phone Printer Study Printer for Pictures  Photos  Journals  DIY  Compatible with Phone   Tablet  GREEN,29.99,21,Electronics,0,4.4,110,0,2,0,green,bluetooth,🏆Popular Thermal Printer,Color,120,160,7.839467456,7.963402367,5.807751479,['Portable'],1
B0BWRFT9BT,Canon,Canon PIXMA MG2522 All in One Color Inkjet Personal Printer  3 in 1 Print  Scanner   Copier  Home Business Office  White   Accessories,43.18,17,Electronics,16080,3.8,12,0,2,0,white,usb,Inkjet,Color,4,3447.36,20,4,15,['Network Ready'],1
B0C6LYRMCN,HPRT,HPRT GT1 Thermal Transfer Inkless Printer for Home Use  Wi Fi Connection Supports 11  x8 5   US Letter 300DPI High Resolution Printer  GT1 White ,139.99,16,Electronics,29168,3.9,123,3,2,0,gt1 white,usb,Thermal,Color,15,2470,5.78,11.63,2.71,"['Portable', ' Remote Control', ' Wi-Fi Connection', ' APP Supported']",4
B0BJ33CJW4,ASprink,ASprink Bluetooth Shipping Label Printer 4x6   Wireless Thermal Label Printer for Shipping Packages   Desktop Label Printer for Small Business  Compatible with Chromebook  iPhone  UPS  Shopify White Purple,119.99,21,Electronics,1138,4.3,1980,7,2,0,white purple,bluetooth,Thermal,Color,0,1369.872,2.48,3.43,1.73,"['thermal printing', ' bluetooth and usb Connection']",2
B0CL6ND8C8,cudinham,Thermal Mini Printer  Portable Inkless Sticker Maker  Bluetooth Printer for Phone  Wireless Label Printer with Tape  Free Cut Small Pocket Printer for Notes Children DIY  Compatible with iOS Android Ivory,21.99,23,Electronics,10144,4.2,42,0,2,0,ivory,bluetooth,Thermal,Color,0,422.415,0.7,1.32,1.32,"['Portable', ' Powerful App with AI', ' Adhesive Printing Paper*10', ' BlueTooth 5.0', ' Inkless']",5
B0CMVZRPPN,The Yellow Brand,Label Printer  Bluetooth Thermal Printer  4x6 Shipping Label Printer  Thermal Label Printer Desktop or Phone  Compatible with iPhone  Android  Windows  Mac  Chromebook  Amazon  Ebay  UPS USPS,69,22,Electronics,29760,5,4,0,2,0,black and yellow,bluetooth usb,Thermal,Color,0,1043.28,1.57,2.36,0.79,"['Wireless', ' Bluetooth', ' Auto Document Feeder', ' Compact']",4
B09TPZ3HLZ,HP,HP Smart  Tank 6001 Wireless Cartridge Free all in one printer  this ink  tank printer comes with up to 2 years of ink included  with mobile print  scan  copy  2H0B9A ,239.99,19,Electronics,2627,4.1,1370,0,2,0,gray,wired wireless,Inkjet,Color,7,6382.152,16.83,7.82,14.33,"['Auto-Duplex', ' Network-Ready', ' Refillable Ink Tank', ' Borderless Printing']",4
B09ZHG3RW3,ASprink,ASprink Bluetooth Thermal Label Printer  241BT Wireless Shipping Label Printer for Small Business   Packages  Pink Thermal Label Printer Shipping Label Maker  Compatible with iPhone  USPS  Amazon White Pink,119.99,25,Electronics,1138,4.3,1980,10,2,0,white pink,bluetooth,Thermal,Color,0,1365.336,3.41,2.48,1.73,['Portable'],1
B0CFD1G1VT,Brother,Brother HL L3280CDW Wireless Compact Digital Color Printer with Laser Quality Output  Duplex  Mobile Printing   Ethernet   Includes 4 Month Refresh Subscription Trial¹  Amazon Dash Replenishment Ready New  HL L3280CDW Adds 2 7  Touchscreen Display,269.99,24,Electronics,3529,4.3,3270,0,2,0,white,wi-fi usb ethernet,Laser,Color,27,15377.04,15.7,10.8,15.7,"['Auto-Duplex', ' Network-Ready']",2
B09BFMZ7FT,Ponek,T02 Mini Printer Receipt Printers  Portable Pocket Thermal Point of Sale  POS  Equipment   Bluetooth Thermal Mini Printer for Sticky Scrapbook Yellow 1 Printer   1 Roll Paper,29.99,16,Electronics,6840,4.2,1173,6,0,0,yellow,bluetooth,Thermal,Color,0,150,0.55,1.3,1.3,['Portable'],1
B0C3L93F2Q,Nelko,Label Maker Machine with Tape  P21 Bluetooth Label Printer  Wireless Mini Label Makers with Multiple Templates for Organizing Office Home  White,29.99,19,Electronics,122,4.5,2204,32,2,0,white,wireless,Thermal,Color,0,326.592,2.62,1.77,0.75,"['Portable', ' Clear Printing', ' Easy to Use', ' Rechargeable', ' Wireless', ' Inkless', ' Text', ' QR code', ' Barcode', ' Materials', ' Images', ' Time and Borders See more']",12
B0CG1BD6H2,Simple Trending,Simple Trending 3 Tier Mobile Wooden Printer Stand  Multi Purpose Office Organizer for Fax Machine  Files  Books  Black,36.97,14,Electronics,30540,4.6,31,0,2,0,black,bluetooth,other,Color,0,4821.768,17,11.75,29.25,['Wood'],1
B0C779PRCL,MUNBYN,MUNBYN Bluetooth Thermal Label Maker Label Makers  Portable Label Printer Sticker Printer Labeler for Office Home School Organized Storage  Barcode Office Supplies  Home  Tiffany ,17.99,23,Electronics,25320,4.3,866,3,2,0,blue,bluetooth,Thermal,Color,20,158.76,3.19,4.8,2.05,"['Bluetooth', 'Portable']",2
B09QH11LQF,JADENS,JADENS Bluetooth Thermal Label Printer  Wireless Shipping Label Printer for Small Business   Package  USPS  Etsy  Amazon  Compatible with iPhone  iPad  Mac  Windows  Android  4x6  Label Maker  Pink,99,24,Electronics,6459,4.3,1250,1,2,1,pink,bluetooth usb,Thermal,Color,150,1614.816,2.07,3.35,2.76,['Network-Ready'],1
B0CQ7WSGFD,POLONO,POLONO Genuine Label Printer Case Compatible with P31S Label Maker  Hard Carry Label Printer Case for Labeler Makers   Labeling Tapes  Storage Case for Portable Sticker Printer  Case Only   Black,93.17,27,Office Products,0,5,6,0,2,0,black,bluetooth,Thermal,Color,0,0,7.839467456,7.963402367,5.807751479,['Case'],1
B0CB5TZGWF,JANMORE,65XL Ink Cartridge Combo Pack Compatible for HP 65 XL Ink Cartridge Replacement for HP Envy 5055 5052 5058  DeskJet 3755 2655 3720 3721 3722 Printers  2 Pack ,93.17,19,Electronics,0,4.4,200,0,0,0,other,bluetooth,other,Color,0,119.07,7.839467456,7.963402367,5.807751479,['Printer'],1
B07N3FYTW5,HP,HP 910XL Black High yield Ink Cartridge   Works with HP OfficeJet 8010  8020 Series  HP OfficeJet Pro 8020  8030 Series   Eligible for Instant Ink   3YL65AN,46.89,17,Office Products,27,4.7,17786,0,0,0,white,bluetooth,Inkjet,Color,0,31.752,1.77,3.94,4.52,['825'],1
B00WR23VRI,HP,HP 63 Black Tri color Ink  2 pack    Works with HP DeskJet 1112  2130  3630 Series  HP ENVY 4510  4520 Series  HP OfficeJet 3830  4650  5200 Series   Eligible for Instant Ink   L0R46AN,54.89,21,Office Products,69,4.7,41758,0,0,0,white,bluetooth,Inkjet,Color,0,90.72,4,1,10,['170'],1
B0BK93ZSNC,beeprt,Bluetooth Shipping Label Printer   Wireless Thermal Label Printer for Shipping Package Small Business  4x6 Label Printer Compatible with Shopify Ebey Amazon Etsy FedEx UPS USPS,119.99,22,Electronics,24628,4,257,4,2,0,black,bluetooth,Thermal,Color,72,907.2,5.16,8.39,6.85,"['Wireless', 'Portable']",2
B0BRBY6888,Nelko,Bluetooth Thermal Shipping Label Printer  Wireless 4x6 Shipping Label Printer for Shipping Packages  Support Android  iPhone and Windows  Widely Used for Amazon  Ebay  Shopify  Etsy  USPS Black,89.88,22,Office Products,1116,4.4,2157,17,2,1,black,wired wireless,Thermal,Color,0,1400,3.54,2.36,1.97,"['Compact Size and Easy to Set up', ' Bluetooth Technology', ' No ink No toner', ' Auto Detection', ' Auto Paper Return and Intelligent Self-Test See more']",5
B08QR6P8KV,HP,HP OfficeJet Pro 9015e Wireless Color All in One Printer with bonus 6 months Instant ink with HP   1G5L3A  Gray Old Version,93.17,13,Electronics,4631,4.1,6186,0,0,0,gray,wired wireless,Inkjet,Color,18,9267.048,13.48,17.3,10.94,"['Wireless', ' Scan To Email', ' Auto-Duplex', ' Double Sided Scanning', ' Auto-Document Feeder']",5
B0BL466Y41,HP,HP Smart  Tank 5101 Wireless Cartridge free all in one printer  up to 2 years of ink included  mobile print  scan  copy  1F3Y0A    White ST 5001,189.99,14,Electronics,444,4.1,2020,0,0,0,white,wi-fi usb,Inkjet,Color,5,5030.424,14.23,17.11,6.19,['Refillable Ink Tank'],1
B0CKVWQLGK,LabelRange,Ecommerce Label Printer  Bluetooth Thermal Shipping Label Printer  4x6 Thermal Printer Compatible with Android  iOS  Windows  Amazon  Ebay  Shopify  Etsy  USPS  Pirate Ship  Shippo Bluetooth USB,89.99,22,Electronics,4086,4.4,1882,0,2,0,white black orange,bluetooth usb,Thermal,Color,150,1179.36,4.1,8.7,3.6,"['203dpi thermal technology for high quality print', ' 150mm/s high print speed', ' Bluetooth and USB connection', ' ""Rekdom Printer"" app made for an easier print', ' No ink no toner required', ' Auto label identification See more']",6
